query,instr,cycles,branches,br_miss,l1d_miss,alloc_bytes,dealloc_bytes,ms
set merge entity,399909.2145378114,160953.25405297702,17298.480124800288,-160.85556100721996,10193.8230170514,3000.448,3311.696,0.063612
create delete no with,344963.5128449817,144360.93922639405,10351.337235486202,-269.6906807506265,8808.119424249711,6402821.184,4536.944,0.058844
create delete rel no with,369280.98009041644,150492.50225723285,14345.621472793891,-183.8122298472413,9397.699864304082,384002705.792,7768.368,0.060764
urel create delete,6842.970984110757,2572.1404614320563,2619.2074040901252,4.890742208390307,-55.96551244506395,38403854.896,3961.008,0.006354
rel mixed order by,579625.2483595578,234864.7441378857,463356.4362257361,7080.548991126985,64074.89836341598,4227224148.592,26815.856,0.100028
labelPropagation all types,131552481.87322696,40508382.279522486,35801799.400295034,85754.35569386734,1834438.8239036435,2883045686.8,3075090.4,2.44605
WCC all types,27562098.19207149,5240728.1718926,6624022.843648635,3420.9290441845915,703385.5080916858,1283137623.96,3140893.12,1.5235299999999998
reversed 2hop chain,34343915.80810073,5538403.312599116,6388301.659709129,-9637.402970295414,-20485.11675929442,11306374477.264,777932.584,1.583082
reversed chain mid filter,35918413.89784602,5932421.907008222,6967908.545277007,-5970.259405855671,60023.97745325369,17549611467.672,815871.656,1.695132
bidir anon 2hop dedup,416148.6054057255,158925.20511233193,2731.0245319799483,-523.7850400993926,2510.2078829675156,64001777.512,3288.952,0.071685
traverse inline rel attrs,38270450.015835024,6319214.7549527455,7296569.103910165,-10239.604196591583,-96955.02290251368,576002252.32,6985.272,1.792363
expand-into inline rel attrs,43976607.81166819,7227984.910248465,8756411.36981951,-12776.242392062306,20004.958298468082,-70448341969251.16,-2192204.032,2.037437
cartesian split filter,1273440.9265964539,322810.22249855177,146291.81092225408,-794.3269984988535,1312.5364636238376,2209.272,4199.72,0.111782
index le range,333862.1252119896,127880.96754538004,7866.215404014871,-362.4241528105871,3023.017856006152,1606.176,2227.88,0.050979
edge index lt range,441541.95119167387,150026.5984356162,22731.20441068212,-465.12479851870006,2202.3613465803633,1973.576,1888.776,0.057278
index same-bound and,16823881.64507635,3017750.2412056997,3356719.528470345,299.51761984497125,17451.343725322833,2391.968,2185.712,0.888328
runtime-bound index range,1112406.1981507186,314424.61321291374,157097.94613700127,-738.9410411163627,984.2374592968869,2050.792,2284.416,0.110536
write 1,14231400.00256938,2565191.937078679,3418250.938291676,-5804.55400153711,253776.25937797522,3588599.896,3588365.912,0.756874
write 10,15751297.871935101,2902145.456283183,3813386.0620868625,-3137.772816414578,277029.6807467418,3591320.224,3591353.944,0.873696
write 100,20879983.762653336,3930360.3246984403,4673214.625273761,-4987.745738001315,253288.14474612378,3617227.312,3616675.6,1.147614
write 1k,65295771.46584831,12361158.197147973,12685222.272301793,-27583.056405623232,143403.71488440046,4171936.52,4169979.76,3.4218
write 10k,524430205.0816046,96171702.17641844,108782692.16446018,-7083.558444308713,-2277.0194680917193,11752493.12,11711986.56,25.565980000000003
write 100k,5394077420.76559,1004679407.3448915,1111776478.1379168,743516.4881188985,3674973.482870385,83933544.0,83670252.0,266.6673
write 1m,54565908716.01078,10776872546.047064,10534586870.55934,-2830490.798266623,-32289845.894998327,904791004.0,893564012.0,2644.0860000000002
create 100,1829199.7806139938,467840.72901627014,197613.91635195827,-650.4037303623862,125062.3149101723,1191159.808,1187970.256,0.157634
delete 100,46560260.59117892,8470137.195612943,10245972.448239174,-9478.826824820731,798284.8288701402,8806630.4,8810186.96,2.376776
create 10k,122501674.30745772,21423675.164878447,23174429.59248802,54293.38974200128,1662074.211427135,13983655.04,13604282.24,5.34284
delete 10k,696216526.8613875,142169624.76410243,157071265.76867515,-42338.579382318814,6194734.543528201,67625293.76,68025255.36,29.12816
